region,type,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26
"Jefferson, Arkansas",fb-survey_smoothed_wcli_county,0.0,0.0,0.011,0.013,0.012,0.012,0.012,0.009,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Colorado",fb-survey_smoothed_wcli_county,0.0,0.008,0.009,0.01,0.01,0.01,0.009,0.011,0.012,0.012,0.013,0.014,0.015,0.014,0.011,0.008,0.008,0.005,0.004,0.004,0.003,0.002,0.002,0.008,0.009,0.009,0.008,0.009,0.009,0.01,0.005,0.004,0.006,0.005,0.004,0.007,0.008,0.009,0.01,0.007,0.007,0.008,0.007,0.005,0.004,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.005,0.005,0.005,0.004,0.003,0.003,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.003,0.004,0.005,0.006,0.006,0.006,0.005,0.004,0.003,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.002,0.002,0.003,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0.003,0.002,0.003,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.002,0.004,0.004,0.004
"Jefferson, Idaho",fb-survey_smoothed_wcli_county,0.0,0.0,0.0,0.0,0.013,0.013,0.013,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Indiana",fb-survey_smoothed_wcli_county,0.0,0.0,0.01,0.008,0.007,0.007,0.007,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Kentucky",fb-survey_smoothed_wcli_county,0.0,0.012,0.011,0.01,0.009,0.009,0.01,0.009,0.008,0.006,0.007,0.012,0.011,0.008,0.008,0.008,0.011,0.009,0.006,0.006,0.007,0.007,0.007,0.006,0.006,0.005,0.004,0.004,0.003,0.003,0.004,0.005,0.006,0.006,0.005,0.005,0.007,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.003,0.002,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.003,0.003,0.004,0.005,0.005,0.005,0.004,0.004,0.004,0.003,0.003,0.003,0.005,0.005,0.005,0.006,0.006,0.005,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.002,0.002,0.001,0.001,0.0,0.001,0.002,0.002,0.003,0.004,0.004,0.005,0.005,0.004,0.004,0.007,0.006,0.006,0.006,0.006,0.008,0.008,0.005,0.005,0.004,0.005,0.006,0.004,0.006,0.007,0.008,0.008,0.008,0.007,0.007,0.005,0.006,0.006,0.007,0.007,0.007,0.007,0.008,0.007,0.007,0.005,0.006,0.007,0.007,0.006,0.005,0.006,0.007,0.006,0.005,0.005
"Jefferson, Louisiana",fb-survey_smoothed_wcli_county,0.0,0.013,0.013,0.013,0.012,0.012,0.012,0.011,0.009,0.007,0.004,0.003,0.003,0.002,0.001,0.002,0.002,0.004,0.004,0.004,0.005,0.004,0.006,0.006,0.005,0.004,0.004,0.003,0.003,0.003,0.005,0.004,0.005,0.007,0.008,0.008,0.008,0.006,0.007,0.005,0.006,0.007,0.006,0.009,0.008,0.007,0.007,0.006,0.005,0.006,0.004,0.004,0.007,0.007,0.007,0.008,0.006,0.006,0.005,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.007,0.007,0.008,0.006,0.006,0.007,0.007,0.005,0.007,0.005,0.007,0.007,0.011,0.012,0.011,0.012,0.012,0.011,0.011,0.01,0.009,0.008,0.005,0.005,0.003,0.003,0.003,0.005,0.007,0.008,0.01,0.011,0.013,0.013,0.012,0.011,0.01,0.011,0.012,0.011,0.009,0.008,0.008,0.011,0.009,0.007,0.009,0.009,0.01,0.009,0.007,0.008,0.012,0.011,0.014,0.014,0.017,0.016,0.016,0.015,0.017,0.014,0.013,0.013,0.014,0.016,0.014,0.01,0.012,0.013,0.011,0.011,0.009,0.012,0.012,0.01,0.01
"Jefferson, Missouri",fb-survey_smoothed_wcli_county,0.0,0.006,0.007,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.009,0.011,0.012,0.012,0.01,0.009,0.009,0.015,0.009,0.012,0.011,0.009,0.009,0.01,0.006,0.006,0.003,0.002,0.002,0.001,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.004,0.007,0.006,0.005,0.006,0.007,0.003,0.004,0.002,0.002,0.003,0.003,0.001,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.003,0.003,0.005,0.005,0.005,0.005,0.005,0.002,0.002,0.0,0.0,0.002,0.002,0.004,0.005,0.005,0.005,0.005,0.003,0.003,0.001,0.004,0.004,0.004,0.004,0.006,0.012,0.012,0.008,0.008,0.01,0.011,0.008,0.002,0.002,0.002,0.002,0.0,0.001,0.001,0.001,0.001,0.002,0.003,0.007,0.009,0.009,0.012,0.011,0.011,0.011,0.006,0.003,0.003,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.007,0.008,0.006,0.006,0.006,0.009,0.01,0.005,0.004,0.004,0.006,0.011,0.009,0.008
"Jefferson, New York",fb-survey_smoothed_wcli_county,0.0,0.0,0.009,0.007,0.006,0.006,0.006,0.006,0.002,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.005,0.005,0.006,0.005,0.004,0.008,0.01,0.011,0.011,0.01,0.011,0.011,0.009,0.006,0.002,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.001,0.003,0.004,0.004,0.003,0.006,0.008,0.008,0.006,0.005,0.005,0.005,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.005,0.005,0.005,0.005,0.005,0.004,0.002,0.001,0.001,0.001,0.003,0.003,0.006,0.006,0.008,0.01,0.011,0.009,0.009,0.005,0.005,0.002,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,0.002,0.003,0.004,0.004,0.004,0.004,0.004,0.002,0.002,0.001,0.001,0.0,0.001,0.002,0.002,0.006,0.007,0.007,0.007,0.007,0.006,0.006,0.002,0.002,0.003,0.003,0.001,0.001,0.001,0.001,0.003,0.001,0.006,0.006,0.011,0.011,0.011,0.01,0.01,0.005,0.005,0.0,0.0,0.0,0.006,0.006,0.006,0.006,0.006
"Jefferson, Ohio",fb-survey_smoothed_wcli_county,0.0,0.0,0.0,0.003,0.002,0.002,0.002,0.002,0.003,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.013,0.012,0.008,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.004,0.004,0.004,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Oregon",fb-survey_smoothed_wcli_county,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Tennessee",fb-survey_smoothed_wcli_county,0.0,0.0,0.007,0.006,0.006,0.005,0.005,0.006,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.016,0.01,0.008,0.013,0.01,0.009,0.007,0.007,0.007,0.008,0.002,0.0,0.001,0.005,0.006,0.0,0.0,0.0,0.0,0.01,0.007,0.006,0.005,0.005,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.006,0.012,0.012,0.013,0.011,0.014,0.015,0.011,0.004,0.004,0.004,0.004,0.001,0.0,0.0,0.0,0.0,0.005,0.005,0.006,0.005,0.007,0.007,0.007,0.001,0.001,0.002,0.002,0.001,0.001,0.009,0.014,0.014,0.013,0.014,0.014,0.018,0.011,0.007,0.012,0.019,0.018,0.018,0.014,0.012,0.013,0.007,0.0,0.0,0.0,0.0,0.001,0.006,0.007,0.009,0.01,0.01,0.011,0.015,0.017,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Texas",fb-survey_smoothed_wcli_county,0.0,0.0,0.004,0.008,0.007,0.007,0.007,0.007,0.006,0.005,0.004,0.004,0.004,0.006,0.006,0.005,0.005,0.004,0.003,0.005,0.002,0.003,0.003,0.003,0.003,0.003,0.001,0.007,0.006,0.009,0.009,0.009,0.011,0.011,0.004,0.006,0.004,0.006,0.01,0.008,0.009,0.008,0.006,0.006,0.008,0.005,0.005,0.006,0.005,0.005,0.005,0.002,0.003,0.003,0.002,0.002,0.002,0.006,0.007,0.007,0.008,0.009,0.009,0.009,0.005,0.006,0.007,0.01,0.009,0.009,0.009,0.01,0.008,0.006,0.003,0.003,0.003,0.003,0.001,0.004,0.008,0.011,0.013,0.015,0.014,0.015,0.013,0.013,0.011,0.016,0.016,0.019,0.02,0.021,0.02,0.02,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.017,0.017,0.015,0.012,0.012,0.011,0.015,0.011,0.01,0.011,0.015,0.015,0.016,0.009,0.007,0.007,0.008,0.002,0.002,0.002,0.004,0.006,0.011,0.01,0.009,0.01,0.01,0.009,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Washington",fb-survey_smoothed_wcli_county,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, West Virginia",fb-survey_smoothed_wcli_county,0.0,0.008,0.012,0.02,0.018,0.018,0.018,0.017,0.019,0.016,0.003,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.004,0.004,0.003,0.003,0.003,0.003,0.007,0.006,0.006,0.007,0.007,0.007,0.007,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.005,0.005,0.005,0.009,0.009,0.008,0.008,0.008,0.008,0.008,0.004,0.004,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.0,0.0,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jefferson, Wisconsin",fb-survey_smoothed_wcli_county,0.0,0.006,0.007,0.007,0.006,0.006,0.006,0.006,0.005,0.004,0.002,0.005,0.005,0.004,0.005,0.011,0.011,0.011,0.011,0.01,0.01,0.013,0.008,0.007,0.005,0.004,0.004,0.003,0.001,0.001,0.003,0.003,0.003,0.006,0.009,0.009,0.012,0.01,0.01,0.009,0.005,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.0,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.0,0.002,0.002,0.002,0.002,0.002,0.004,0.008,0.006,0.011,0.011,0.011,0.011,0.008,0.008,0.008,0.004,0.003,0.003,0.007,0.007,0.005,0.005,0.005,0.005,0.005,0.002,0.004,0.008,0.008,0.008,0.009,0.008,0.009,0.007,0.001,0.001,0.004,0.004,0.004,0.006,0.006,0.01,0.011,0.008,0.009,0.011,0.008,0.008,0.004,0.003,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
"Jennings, Indiana",fb-survey_smoothed_wcli_county,0.0,0.0,0.0,0.007,0.009,0.009,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Jessamine, Kentucky",fb-survey_smoothed_wcli_county,0.0,0.003,0.005,0.004,0.003,0.003,0.003,0.003,0.006,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Johnson, Arkansas",fb-survey_smoothed_wcli_county,0.0,0.0,0.0,0.0,0.012,0.011,0.011,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Johnson, Indiana",fb-survey_smoothed_wcli_county,0.0,0.01,0.011,0.011,0.012,0.012,0.011,0.01,0.012,0.012,0.013,0.009,0.01,0.009,0.013,0.022,0.014,0.0,0.018,0.019,0.017,0.015,0.009,0.013,0.01,0.01,0.007,0.007,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.006,0.007,0.012,0.012,0.011,0.01,0.006,0.007,0.006,0.002,0.002,0.002,0.006,0.01,0.008,0.008,0.008,0.009,0.009,0.005,0.0,0.0,0.001,0.001,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.0,0.0,0.0,0.0,0.005,0.004,0.004,0.004,0.004,0.004,0.004,0.002,0.002,0.002,0.002,0.005,0.009,0.008,0.006,0.006,0.007,0.007,0.005,0.002,0.002,0.003,0.006,0.006,0.006,0.005,0.005,0.009,0.007,0.004,0.005,0.005,0.008,0.011,0.008,0.008,0.008,0.01,0.01,0.006,0.003,0.003,0.003,0.003,0.0,0.003,0.007,0.008,0.008,0.009,0.009,0.009,0.01,0.006,0.005,0.005,0.01,0.01,0.011,0.009,0.015
"Johnson, Iowa",fb-survey_smoothed_wcli_county,0.0,0.01,0.009,0.008,0.01,0.01,0.011,0.01,0.01,0.009,0.011,0.008,0.007,0.005,0.005,0.004,0.004,0.002,0.001,0.002,0.001,0.001,0.003,0.006,0.007,0.007,0.006,0.006,0.006,0.006,0.007,0.006,0.007,0.007,0.01,0.01,0.009,0.007,0.008,0.007,0.013,0.01,0.011,0.01,0.007,0.006,0.008,0.004,0.004,0.003,0.003,0.003,0.004,0.002,0.002,0.002,0.002,0.003,0.002,0.003,0.002,0.002,0.002,0.002,0.005,0.005,0.003,0.003,0.003,0.003,0.005,0.002,0.003,0.004,0.006,0.006,0.008,0.007,0.007,0.007,0.006,0.004,0.004,0.002,0.004,0.005,0.005,0.006,0.007,0.007,0.008,0.007,0.005,0.004,0.004,0.003,0.005,0.006,0.008,0.008,0.009,0.01,0.01,0.011,0.009,0.007,0.007,0.006,0.006,0.007,0.004,0.003,0.003,0.004,0.009,0.008,0.006,0.006,0.006,0.007,0.008,0.004,0.004,0.004,0.005,0.004,0.005,0.003,0.002,0.002,0.003,0.001,0.002,0.002,0.002,0.001,0.004,0.005,0.005,0.004,0.004,0.004,0.007
"Johnson, Kansas",fb-survey_smoothed_wcli_county,0.0,0.009,0.006,0.007,0.006,0.006,0.007,0.006,0.006,0.007,0.005,0.006,0.007,0.005,0.002,0.003,0.004,0.004,0.004,0.002,0.003,0.003,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.002,0.005,0.006,0.006,0.007,0.007,0.007,0.009,0.007,0.005,0.004,0.007,0.007,0.006,0.005,0.003,0.003,0.004,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.004,0.004,0.004,0.004,0.003,0.004,0.002,0.003,0.003,0.003,0.003,0.003,0.002,0.001,0.001,0.002,0.003,0.004,0.005,0.005,0.006,0.007,0.006,0.005,0.004,0.003,0.003,0.002,0.001,0.003,0.003,0.004,0.005,0.004,0.004,0.004,0.002,0.003,0.002,0.002,0.003,0.003,0.004,0.004,0.006,0.006,0.006,0.005,0.006,0.005,0.005,0.005,0.006,0.008,0.01,0.009,0.01,0.01,0.009,0.008,0.009,0.008,0.009,0.007,0.007,0.008,0.009,0.008,0.007
